procedureID,State,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments
303 - ATHEROSCLEROSIS W/O MCC,TN,898,13782.52,3514.57,2631.75
303 - ATHEROSCLEROSIS W/O MCC,TX,2190,20749.78,3895.16,2908.54
303 - ATHEROSCLEROSIS W/O MCC,UT,65,10710.09,3972.72,2892.34
303 - ATHEROSCLEROSIS W/O MCC,VA,958,13050.09,3638.15,2672.48
303 - ATHEROSCLEROSIS W/O MCC,VT,28,10234.21,4906.36,3863.29
303 - ATHEROSCLEROSIS W/O MCC,WA,452,15586.33,4129.95,3148.62
303 - ATHEROSCLEROSIS W/O MCC,WI,351,12752.92,3862.07,2907.39
303 - ATHEROSCLEROSIS W/O MCC,WV,645,9168.93,3641.53,2804.66
303 - ATHEROSCLEROSIS W/O MCC,WY,28,14541.21,5166.68,4444.68
305 - HYPERTENSION W/O MCC,AK,26,23902.38,6611.85,5706.15
305 - HYPERTENSION W/O MCC,AL,760,14060.72,3646.73,2534.90
305 - HYPERTENSION W/O MCC,AR,452,11397.06,3598.48,2541.88
305 - HYPERTENSION W/O MCC,AZ,631,20340.23,4413.32,3127.35
305 - HYPERTENSION W/O MCC,CA,1803,30161.42,5425.37,4326.81
305 - HYPERTENSION W/O MCC,CO,224,19607.54,4172.80,3103.84
305 - HYPERTENSION W/O MCC,CT,337,15714.42,5136.99,4056.91
305 - HYPERTENSION W/O MCC,DC,138,16833.12,6095.12,4921.75
305 - HYPERTENSION W/O MCC,DE,94,11592.27,4689.12,3143.23
305 - HYPERTENSION W/O MCC,FL,3101,20977.81,4013.69,2927.78
305 - HYPERTENSION W/O MCC,GA,820,14908.52,3979.58,2836.61
305 - HYPERTENSION W/O MCC,HI,46,15625.35,5559.02,4378.70
305 - HYPERTENSION W/O MCC,IA,252,12414.53,3760.14,2835.08
305 - HYPERTENSION W/O MCC,ID,44,11011.32,3817.23,2691.32
305 - HYPERTENSION W/O MCC,IL,1884,16644.52,4529.85,3374.86
305 - HYPERTENSION W/O MCC,IN,807,12889.00,3986.80,2774.14
305 - HYPERTENSION W/O MCC,KS,247,17588.96,3719.60,2686.62
305 - HYPERTENSION W/O MCC,KY,864,12602.08,3842.79,2835.39
305 - HYPERTENSION W/O MCC,LA,632,13333.51,4002.17,2860.44
305 - HYPERTENSION W/O MCC,MA,749,10919.53,4951.02,3943.63
305 - HYPERTENSION W/O MCC,MD,922,6011.23,5674.85,4650.11
305 - HYPERTENSION W/O MCC,ME,68,12654.75,4171.29,2996.78
305 - HYPERTENSION W/O MCC,MI,1322,11762.79,4447.31,3390.21
305 - HYPERTENSION W/O MCC,MN,320,14486.08,4840.48,3517.02
305 - HYPERTENSION W/O MCC,MO,874,15226.63,3905.23,2920.74
305 - HYPERTENSION W/O MCC,MS,440,16512.94,3726.84,2720.11
305 - HYPERTENSION W/O MCC,MT,35,9907.03,3843.71,2772.49
305 - HYPERTENSION W/O MCC,NC,1080,13034.17,4258.35,3119.77
305 - HYPERTENSION W/O MCC,ND,30,8614.90,3997.03,3021.30
305 - HYPERTENSION W/O MCC,NE,154,15274.64,4197.19,2938.12
305 - HYPERTENSION W/O MCC,NH,106,15382.04,4071.97,3170.27
305 - HYPERTENSION W/O MCC,NJ,1233,33502.69,4747.20,3647.59
305 - HYPERTENSION W/O MCC,NM,123,14138.14,4429.54,3457.07
305 - HYPERTENSION W/O MCC,NV,313,30827.89,4401.19,3204.00
305 - HYPERTENSION W/O MCC,NY,2623,16057.53,5931.81,4871.28
305 - HYPERTENSION W/O MCC,OH,1417,14196.27,4001.62,3013.81
305 - HYPERTENSION W/O MCC,OK,538,12187.67,3850.58,2840.31
305 - HYPERTENSION W/O MCC,OR,113,13198.18,4460.12,3399.72
305 - HYPERTENSION W/O MCC,PA,1345,21453.38,4289.32,3190.96
305 - HYPERTENSION W/O MCC,RI,77,16004.70,5173.94,3849.52
305 - HYPERTENSION W/O MCC,SC,604,16749.98,3988.38,2824.08
305 - HYPERTENSION W/O MCC,SD,68,12340.40,4529.66,3106.85
305 - HYPERTENSION W/O MCC,TN,986,14158.54,3788.45,2652.58
305 - HYPERTENSION W/O MCC,TX,2980,20445.51,4077.28,2983.97
305 - HYPERTENSION W/O MCC,UT,39,13107.74,4493.51,3035.90
305 - HYPERTENSION W/O MCC,VA,759,12941.66,3965.03,2760.03
305 - HYPERTENSION W/O MCC,VT,16,8227.38,5201.44,4287.69
305 - HYPERTENSION W/O MCC,WA,380,17055.61,4366.09,3276.83
305 - HYPERTENSION W/O MCC,WI,326,13021.93,4084.08,3008.91
305 - HYPERTENSION W/O MCC,WV,307,9483.98,3839.51,2741.08
305 - HYPERTENSION W/O MCC,WY,39,14289.36,5325.23,4129.69
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,AK,59,33114.37,12866.32,11199.66
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,AL,1299,27802.23,7149.55,6251.47
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,AR,798,22254.39,7238.37,6370.29
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,AZ,1022,33533.04,8482.08,7432.26
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,CA,4425,57465.57,10821.67,9885.85
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,CO,546,36110.88,8395.02,7495.58
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,CT,1085,30285.78,10246.41,9184.06
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,DC,144,40887.74,12429.59,11574.17
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,DE,232,23211.50,9053.44,8086.15
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,FL,4489,36747.02,7709.82,6800.84
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,GA,1730,27251.15,7944.81,6899.07
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,HI,149,27528.26,10514.38,9563.05
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,IA,773,19850.36,7436.33,6471.09
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,ID,154,22238.74,8448.17,7531.26
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,IL,3358,31397.38,8635.07,7478.10
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,IN,1779,24093.48,7843.25,6819.82
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,KS,660,27172.22,7494.14,6502.78
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,KY,1369,23053.14,7831.05,6920.17
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,LA,1064,30335.52,7940.94,6875.05
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,MA,2027,18282.27,9651.11,8809.60
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,MD,1079,12724.69,11975.85,11150.57
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,ME,375,19390.14,8588.51,7589.84
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,MI,3157,22594.12,8910.49,7971.44
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,MN,918,25851.14,9007.03,8006.06
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,MO,1787,25727.69,7814.13,6820.77
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,MS,846,26107.86,7614.62,6764.94
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,MT,154,18271.53,7926.99,7107.62
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NC,2852,22391.50,8764.60,7876.74
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,ND,133,15725.65,7959.14,7206.68
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NE,352,26192.29,8191.27,7098.57
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NH,346,21191.88,8605.09,7520.42
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NJ,2506,63300.37,9330.40,8414.31
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NM,253,27739.53,8801.19,7921.51
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NV,363,60047.77,10035.50,8088.13
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NY,3967,33378.80,11096.57,10028.49
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,OH,2999,25931.51,8010.61,7116.33
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,OK,916,26186.07,7652.74,6725.58
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,OR,479,23231.95,9045.88,7939.21
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,PA,3405,35138.61,8403.19,7440.43
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,RI,276,25418.29,9326.86,8335.53
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,SC,1187,33093.91,8378.91,7432.74
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,SD,176,21105.71,7975.89,7220.76
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,TN,1783,25465.51,7489.87,6524.84
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,TX,4467,38233.58,8258.88,7266.43
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,UT,198,20641.22,8252.70,6917.87
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,VA,1883,24171.73,7927.45,6884.08
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,VT,118,17290.22,11293.36,9545.60
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,WA,1087,28003.34,8981.68,7873.05
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,WI,1120,22997.29,8391.88,7366.03
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,WV,565,18931.66,7572.56,6652.88
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,WY,49,32058.65,12306.33,11026.53
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,AK,121,20947.31,8740.17,7200.70
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,AL,2142,18502.71,4881.42,3900.40
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,AR,1333,14212.98,4904.45,3922.83
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,AZ,1912,22851.18,5761.31,4751.99
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,CA,6650,39351.85,7176.25,6240.00
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,CO,997,22970.64,5631.49,4652.94
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,CT,1613,19999.26,6834.25,5771.33
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,DC,210,24602.25,7661.71,6741.61
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,DE,345,15994.27,6244.04,5089.70
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,FL,8256,25487.97,5155.89,4221.65
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,GA,2823,17745.41,5365.84,4318.15
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,HI,228,20092.56,8516.01,6524.37
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,IA,1022,13932.20,5086.39,4104.36
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,ID,220,15064.83,5575.93,4544.31
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,IL,5401,21113.60,5810.45,4770.26
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,IN,2816,16037.28,5245.94,4251.64
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,KS,1058,18759.31,5074.43,4167.01
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,KY,2092,15069.27,5198.65,4300.01
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,LA,1626,18346.18,5166.73,4224.49
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MA,3247,12624.28,6618.69,5639.64
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MD,2538,7647.54,7209.04,6260.21
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,ME,681,12738.32,5629.96,4650.88
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MI,4715,15142.85,5952.09,5040.32
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MN,1683,16042.36,5947.86,4959.37
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MO,2599,17804.48,5197.63,4287.32
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MS,1209,18065.12,5094.57,4272.39
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MT,215,11884.78,5296.85,4301.89
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NC,4354,14675.71,5800.20,4837.61
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,ND,190,9543.41,5559.43,4578.59
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NE,643,17631.68,5536.29,4464.22
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NH,518,15204.55,5750.37,4710.53
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NJ,3937,45781.14,6358.23,5363.47
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NM,377,19248.25,6023.33,5086.67
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NV,588,32955.39,5930.53,4861.92
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NY,6353,23058.42,7503.50,6446.57
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,OH,4796,17269.99,5359.83,4442.33
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,OK,1400,15702.01,5160.03,4206.79
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,OR,655,15093.03,5946.03,4909.96
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,PA,5390,24444.50,5655.99,4669.49
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,RI,372,18229.59,6468.60,5485.60
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,SC,1841,21020.97,5467.76,4508.55
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,SD,286,15389.82,5544.62,4653.96
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,TN,2717,16877.11,5036.35,4064.17
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,TX,6949,25116.97,5533.79,4492.91
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,UT,297,13738.15,5484.73,4522.53
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,VA,2882,16698.03,5342.57,4271.93
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,VT,168,11924.82,7095.32,5986.88
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,WA,1629,19098.48,6020.03,4933.85
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,WI,1708,16037.77,5644.06,4591.59
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,WV,1051,12000.39,5039.51,4169.92
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,WY,122,15931.84,7584.43,6293.22
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,AK,162,16715.97,6605.56,4643.62
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,AL,2453,12708.34,3358.81,2253.35
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,AR,1712,9765.99,3324.13,2304.26
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,AZ,2150,16460.31,3867.58,2772.51
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,CA,6192,28148.28,4855.98,3736.53
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,CO,865,15727.13,3852.03,2713.80
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,CT,1464,13847.34,4695.89,3474.53
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,DC,254,14940.03,4844.81,3825.47
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,DE,424,11111.00,4205.88,2915.59
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,FL,10850,17834.68,3541.33,2454.99
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,GA,2860,12453.59,3633.49,2533.38
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,HI,258,14598.16,5433.80,3969.12
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,IA,1219,10012.03,3467.67,2490.06
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,ID,248,9008.68,3791.87,2545.33
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,IL,5721,15293.40,4050.01,2773.56
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,IN,3170,11384.56,3553.26,2411.25
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,KS,1242,12868.73,3546.21,2440.52
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,KY,2863,10378.91,3519.83,2493.79
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,LA,2029,11848.22,3540.29,2490.18
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MA,3138,9034.68,4419.46,3367.95
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MD,2766,5467.52,5165.57,4155.29
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,ME,610,9752.31,3937.43,2799.73
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MI,4551,10788.94,4048.93,2976.69
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MN,1687,11622.59,4090.30,2970.51
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MO,3010,12444.59,3587.05,2478.44
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MS,1513,12443.93,3459.11,2478.44
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MT,185,8804.67,3642.41,2644.71
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NC,4525,10848.92,3934.96,2857.13
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,ND,195,6901.58,3751.13,2642.39
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NE,758,12629.42,3825.01,2629.76
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NH,517,11878.99,3899.47,2855.31
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NJ,4618,31592.04,4298.66,3219.53
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NM,475,13688.27,4200.40,3061.52
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NV,778,23345.74,4087.81,2818.22
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NY,7259,15477.93,4964.14,3839.53
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,OH,5072,12734.21,3706.34,2615.18
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,OK,1593,11081.93,3534.23,2495.01
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,OR,622,10594.99,4148.46,3003.06
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,PA,5955,17472.63,3835.05,2713.93
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,RI,364,13569.41,4388.49,3233.68
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,SC,2177,14072.21,3701.01,2587.25
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,SD,353,10846.59,3974.26,2723.48
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,TN,2932,12295.75,3505.25,2363.96
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,TX,7520,17643.49,3744.35,2624.02
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,UT,318,9713.14,3825.49,2681.63
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,VA,3264,11947.49,3671.68,2487.66
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,VT,221,8541.13,4837.72,3830.38
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,WA,1596,13656.01,4126.81,2908.33
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,WI,1677,11287.71,3839.23,2733.23
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,WV,1230,8524.30,3480.39,2412.37
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,WY,152,12363.21,5055.14,3964.91
312 - SYNCOPE & COLLAPSE,AK,94,21268.79,7132.43,5995.47
312 - SYNCOPE & COLLAPSE,AL,2611,16909.74,4217.32,3180.84
312 - SYNCOPE & COLLAPSE,AR,1130,15131.89,4478.43,3301.61
312 - SYNCOPE & COLLAPSE,AZ,2069,23766.60,4890.83,3804.13
312 - SYNCOPE & COLLAPSE,CA,8124,36442.17,6239.61,5235.91
312 - SYNCOPE & COLLAPSE,CO,1107,21813.61,4835.77,3762.04
312 - SYNCOPE & COLLAPSE,CT,2767,17314.44,5914.99,4843.03
312 - SYNCOPE & COLLAPSE,DC,366,18488.27,6556.76,5592.21
312 - SYNCOPE & COLLAPSE,DE,576,13963.44,5326.46,4241.58
312 - SYNCOPE & COLLAPSE,FL,13220,25752.14,4531.98,3506.28
312 - SYNCOPE & COLLAPSE,GA,3220,17998.57,4610.37,3530.64
312 - SYNCOPE & COLLAPSE,HI,232,18980.28,6300.50,5013.55
312 - SYNCOPE & COLLAPSE,IA,858,13876.77,4339.56,3340.94
312 - SYNCOPE & COLLAPSE,ID,173,11849.11,4638.88,3511.22
312 - SYNCOPE & COLLAPSE,IL,8521,19721.00,5085.50,3963.64
312 - SYNCOPE & COLLAPSE,IN,3660,15206.76,4623.57,3564.62
312 - SYNCOPE & COLLAPSE,KS,879,19824.56,4375.29,3285.01
312 - SYNCOPE & COLLAPSE,KY,3132,14620.64,4464.91,3462.91
312 - SYNCOPE & COLLAPSE,LA,1667,17353.80,4525.99,3499.31
312 - SYNCOPE & COLLAPSE,MA,5490,10924.58,5553.67,4597.44
312 - SYNCOPE & COLLAPSE,MD,4389,6615.09,6240.77,5250.09
312 - SYNCOPE & COLLAPSE,ME,558,11989.74,4812.10,3745.05
312 - SYNCOPE & COLLAPSE,MI,7199,13341.96,5115.07,4130.49
312 - SYNCOPE & COLLAPSE,MN,1664,13763.11,5107.33,4004.81
312 - SYNCOPE & COLLAPSE,MO,3018,17216.04,4481.49,3471.47
312 - SYNCOPE & COLLAPSE,MS,1483,18457.93,4359.22,3371.77
312 - SYNCOPE & COLLAPSE,MT,157,10868.18,4559.80,3612.36
312 - SYNCOPE & COLLAPSE,NC,4300,14926.76,4961.20,3964.29
312 - SYNCOPE & COLLAPSE,ND,120,10362.89,4741.43,3784.86
312 - SYNCOPE & COLLAPSE,NE,565,16883.11,4895.85,3571.11
312 - SYNCOPE & COLLAPSE,NH,485,15333.89,4895.00,3762.62
312 - SYNCOPE & COLLAPSE,NJ,7094,40164.44,5401.58,4413.51
312 - SYNCOPE & COLLAPSE,NM,377,17759.66,5078.66,4066.07
312 - SYNCOPE & COLLAPSE,NV,975,31880.52,5058.48,3946.99
312 - SYNCOPE & COLLAPSE,NY,14896,19112.93,6603.34,5583.85
312 - SYNCOPE & COLLAPSE,OH,6295,16217.31,4576.99,3609.62
312 - SYNCOPE & COLLAPSE,OK,1589,15728.07,4428.92,3465.96
312 - SYNCOPE & COLLAPSE,OR,533,13059.57,5235.68,4037.75
312 - SYNCOPE & COLLAPSE,PA,7966,23659.80,4886.02,3896.44
312 - SYNCOPE & COLLAPSE,RI,470,17852.89,5828.90,4628.08
312 - SYNCOPE & COLLAPSE,SC,2125,19583.06,4646.31,3545.32
312 - SYNCOPE & COLLAPSE,SD,237,14698.54,5142.20,4068.67
312 - SYNCOPE & COLLAPSE,TN,3055,17279.60,4360.91,3328.61
312 - SYNCOPE & COLLAPSE,TX,7928,25624.56,4774.27,3722.26
312 - SYNCOPE & COLLAPSE,UT,264,13411.64,4863.60,3648.29
312 - SYNCOPE & COLLAPSE,VA,4197,15486.77,4536.70,3442.42
312 - SYNCOPE & COLLAPSE,VT,133,10674.05,6052.02,4946.19
312 - SYNCOPE & COLLAPSE,WA,1587,18373.75,5192.30,4093.48
312 - SYNCOPE & COLLAPSE,WI,1532,15232.52,4851.59,3840.18
312 - SYNCOPE & COLLAPSE,WV,1314,11161.25,4415.38,3375.81
312 - SYNCOPE & COLLAPSE,WY,62,14909.47,6348.16,5155.18
313 - CHEST PAIN,AK,107,18237.95,6139.51,4822.74
313 - CHEST PAIN,AL,2432,14543.69,3295.41,2255.37
313 - CHEST PAIN,AR,1272,11726.36,3230.96,2218.25
313 - CHEST PAIN,AZ,1736,19489.94,3877.94,2775.59
313 - CHEST PAIN,CA,10484,28788.67,4740.92,3712.81
313 - CHEST PAIN,CO,1097,17935.70,3743.47,2662.30
313 - CHEST PAIN,CT,1994,13746.62,4436.06,3459.44
313 - CHEST PAIN,DC,372,16270.40,5309.08,4433.32
313 - CHEST PAIN,DE,274,12721.15,4137.28,3046.99
313 - CHEST PAIN,FL,9843,21400.81,3580.33,2492.89
313 - CHEST PAIN,GA,3432,15781.41,3606.21,2524.22
313 - CHEST PAIN,HI,178,14738.54,5165.03,3741.69
